行业,头腰尾,公司名称,公司主名,规模,员工人数,岗位,在职人数,平均在职天数,平均年收入,平均工作数,城市,企业工商类型,企业性质：国企，央企，外企,成立日期
电子商务&新零售,尾部,厦门立淘电子商务有限公司,厦门立淘电子商务有限公司,50~100人,0,,0,0.0,0.0,0.0,厦门市,,,1970-01-01
新金融科技,尾部,大智慧信息科技有限公司,大智慧信息科技有限公司,,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,江苏有线网络发展有限责任公司,江苏有线网络发展有限责任公司,1万人以上,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
纯互联网,尾部,天津精准互动科技有限公司,天津精准互动科技有限公司,1000~10000人,3000,数据分析,5,2642.6,221195.8,1.0,天津市,,,1970-01-01
新金融科技,尾部,上海点荣商务信息咨询有限公司,上海点荣商务信息咨询有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,陕西葛兰岱尔网络科技有限公司,陕西葛兰岱尔网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
企业数字化服务,腰部,上海斗象信息科技有限公司,斗象科技,500~1000人,291,,0,0.0,0.0,0.0,上海市,,,1970-01-01
游戏,尾部,上海游雁网络科技有限公司广州分公司,上海游雁网络科技有限公司广州分公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新生物医药,尾部,福建省海西细胞生物工程有限公司,福建省海西细胞生物工程有限公司,50人以内,0,,0,0.0,0.0,0.0,福州市,,,1970-01-01
电子商务&新零售,尾部,广东唯普汽车电子商务股份有限公司,广东唯普汽车电子商务股份有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,赢聚（北京）互联网有限公司,赢聚（北京）互联网有限公司,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,腰部,富士施乐实业发展（中国）有限公司,富士施乐实业发展（中国）有限公司,500~1000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
游戏,尾部,游族网络股份有限公司上海,游族网络股份有限公司上海,50人以内,0,数据分析,2,5519.0,340028.5,1.5,上海市,,,1970-01-01
纯互联网,尾部,湖南腾马网络科技有限公司,湖南腾马网络科技有限公司,50~100人,0,,0,0.0,0.0,0.0,长沙市,,,1970-01-01
纯互联网,尾部,成都卓影科技股份有限公司,卓影科技,100~500人,0,数据分析,1,4559.0,140000.0,3.0,成都市,,,1970-01-01
智能硬件,尾部,深圳市赛尔美电子科技有限公司,深圳市赛尔美电子科技有限公司,500~1000人,0,数据分析,1,2368.0,475489.0,1.0,深圳市,,,1970-01-01
新生物医药,尾部,浙江康佰裕生物科技有限公司,浙江康佰裕生物科技有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,厦门好给力网络有限公司,厦门好给力网络,50人以内,0,,0,0.0,0.0,0.0,厦门市,,,1970-01-01
企业数字化服务,尾部,上海正圆计算机科技有限公司,上海正圆计算机科技有限公司,50人以内,0,数据分析,1,3282.0,268884.0,1.0,上海市,,,1970-01-01
纯互联网,尾部,匠联股份有限公司,匠联股份有限公司,,0,,0,0.0,0.0,0.0,青岛市,,,1970-01-01
智能硬件,腰部,深圳市海雀科技有限公司,深圳市海雀科技有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
智能硬件,腰部,峰米（北京）科技有限公司,峰米（北京）科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,中山康方生物医药有限公司,中山康方生物医药有限公司,100~500人,0,数据分析,2,3434.0,280000.0,3.5,中山市,,,1970-01-01
电子商务&新零售,尾部,闪电计划（北京）生物科技有限公司,闪电计划,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,江苏五一互联电子商务有限公司,江苏五一互联电子商务有限公司,50~100人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
纯互联网,尾部,北京慧融天下信息科技有限公司,北京慧融天下信息科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,福建中信网安信息科技有限公司,福建中信网安信息科技有限公司,50~100人,0,,0,0.0,0.0,0.0,福州市,,,1970-01-01
游戏,尾部,重庆众发娱乐有限责任公司,重庆众发娱乐有限责任公司,50人以内,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
企业数字化服务,尾部,苏州百捷信息科技有限公司,苏州百捷信息科技有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
新生物医药,尾部,杭州安杰思医学科技股份有限公司,安杰思医学,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新能源,尾部,常州天合合众光电有限公司,常州天合合众光电有限公司,100~500人,0,,0,0.0,0.0,0.0,常州市,,,1970-01-01
新金融科技,尾部,北京链上科技有限责任公司,chainup,100~500人,0,数据分析,0,3829.0,385000.0,5.0,北京市,有限责任公司(自然人投资或控股),,2017-09-07
纯互联网,尾部,深圳豪客互联网有限公司,深圳豪客互联网有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,浙江小狮科技有限公司,影视圈,50人以内,0,数据分析,0,4347.0,,1.0,杭州市,有限责任公司(自然人投资或控股),,1970-01-01
新金融科技,尾部,福建九幺信息技术有限公司,福建九幺信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,福州市,,,1970-01-01
电子商务&新零售,腰部,深圳市来赞达软件科技有限公司,Lazada,1000~10000人,0,数据分析,25,2786.8888888888887,507729.6,1.6551724137931034,海外·新加坡,,,1970-01-01
人工智能,尾部,武汉东方赛思软件股份有限公司,武汉东方赛思软件股份有限公司,100~500人,0,数据分析,5,2799.4285714285716,212800.0,1.625,武汉市,,,1970-01-01
游戏,头部,广州博冠信息科技有限公司,网易游戏,1000~10000人,16348,数据分析,83,2455.2978723404253,474055.3076923077,1.6701030927835052,广州市,有限责任公司(台港澳法人独资),,2003-12-08
企业数字化服务,腰部,北京群星闪耀科技有限公司,海纳AI,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,头部,北京小马智行科技有限公司,小马智行,500~1000人,500,数据分析,2,3980.5,528458.0,1.3333333333333333,北京市,有限责任公司(自然人投资或控股),,2017-10-25
新能源汽车,尾部,宝马集团,宝马集团,50人以内,0,数据分析,1,1637.0,268884.0,1.0,鹤壁市,,,1970-01-01
纯互联网,腰部,稿定（厦门）科技有限公司,稿定设计,500~1000人,0,数据分析,2,1740.0,369964.0,1.3333333333333333,厦门市,有限责任公司,,1970-01-01
新金融科技,腰部,北京瓴岳信息技术有限公司,洋钱罐,1000~10000人,1000,数据分析,28,2255.2,500489.5,2.2666666666666666,北京市,有限责任公司(自然人投资或控股),,2015-09-10
纯互联网,腰部,北京微鲤科技有限公司,微鲤,100~500人,0,,0,0.0,0.0,0.0,北京市,有限责任公司(法人独资),,2017-11-21
纯互联网,头部,腾讯音乐娱乐科技（深圳）有限公司,腾讯音乐,1000~10000人,5966,数据分析,45,2753.3023255813955,561779.6279069767,2.0638297872340425,深圳市,有限责任公司(台港澳法人独资),,2017-02-22
人工智能,尾部,透彻影像（北京）科技有限公司,透彻影像（北京）科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,腰部,杭州艾耕科技有限公司,艾耕科技,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
纯互联网,尾部,天津小屋信息科技有限公司,贝壳网,50人以内,0,数据分析,3,2957.6666666666665,585351.6666666666,1.6666666666666667,天津,,,1970-01-01
电子商务&新零售,尾部,广州顶橙网络科技有限公司,广州顶橙网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新能源汽车,腰部,华人运通（江苏）技术有限公司,华人运通,1000~10000人,2000,数据分析,4,1106.0,259325.5,1.0,上海市,有限责任公司(中外合资),,1970-01-01
新能源,尾部,杭州鹏成新能源科技有限公司,杭州鹏成新能源科技有限公司,50~100人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,四川学艺电子商务有限公司,四川学艺电子商务有限公司,50~100人,0,,0,0.0,0.0,0.0,达州市,,,1970-01-01
人工智能,尾部,北京彩智科技有限公司,北京彩智科技有限公司,50人以内,0,数据分析,2,1608.0,250978.0,1.5,北京市,,,1970-01-01
电子商务&新零售,尾部,宁波新森缘电子商务有限公司,宁波新森缘电子商务有限公司,50人以内,0,,0,0.0,0.0,0.0,宁波市,,,1970-01-01
企业数字化服务,尾部,北京沃丰时代数据科技有限公司杭州分公司,北京沃丰时代数据科技有限公司杭州分公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
纯互联网,尾部,华夏视听环球传媒（北京）股份有限公司,华夏视听环球传媒（北京）股份有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,易云科技,易云科技,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新生物医药,尾部,青岛东海药业有限公司,东海药业,100~500人,0,,0,0.0,0.0,0.0,青岛市,,,1970-01-01
企业数字化服务,尾部,上海宝景信息技术发展有限公司,上海宝景信息技术发展有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新生物医药,腰部,美康生物科技股份有限公司,美康生物,1000~10000人,0,,0,0.0,0.0,0.0,宁波市,,,1970-01-01
智能硬件,尾部,深圳市燕麦科技股份有限公司,燕麦科技,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新生物医药,头部,蓝帆医疗股份有限公司,蓝帆医疗,1000~10000人,8480,,0,0.0,0.0,0.0,淄博市,,,1970-01-01
新生物医药,尾部,四川锦江电子科技有限公司,四川锦江电子科技有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
电子商务&新零售,尾部,气车租赁公司,气车租赁公司,100~500人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
电子商务&新零售,尾部,唯品会电子商务有限公司,唯品会电子商务有限公司,500~1000人,0,,0,0.0,0.0,0.0,湖州市,,,1970-01-01
新能源,尾部,北京诚和龙盛工程技术有限公司,北京诚和龙盛工程技术有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新能源,腰部,北控清洁能源集团有限公司,北控清洁能源集团有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
企业数字化服务,尾部,北京致远互联软件有限公司,北京致远互联软件有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,青岛大海边电子商务有限公司,青岛大海边电子商务有限公司,50人以内,0,,0,0.0,0.0,0.0,青岛市,,,1970-01-01
电子商务&新零售,尾部,深圳市迪奥科科技有限公司,迪奥科,100~500人,0,数据分析,0,1851.0,105000.0,1.0,深圳市,,,1970-01-01
人工智能,尾部,苏州中德宏泰电子科技股份有限公司,苏州中德宏泰电子科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
电子商务&新零售,尾部,未雨绸缪电子商务有限公司,未雨绸缪电子商务有限公司,,0,数据分析,1,4744.0,481866.0,1.0,临沂市,,,1970-01-01
纯互联网,尾部,深圳市海豚互联网有限公司,深圳市海豚互联网有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
游戏,尾部,上海游民网络科技有限公司,上海游民网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,广东南方信息安全产业基地有限公司,广东南方信息安全产业基地有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新生物医药,尾部,海南海灵化学制药有限公司,海灵药业,500~1000人,0,,0,0.0,0.0,0.0,海口市,,,1970-01-01
新金融科技,尾部,重庆小雨点小额贷款有限公司,重庆小雨点小额贷款有限公司,,0,数据分析,1,2917.0,280000.0,1.0,重庆市,,,1970-01-01
企业数字化服务,尾部,浙江数联云集团有限公司,浙江数联云集团有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新能源汽车,尾部,东风汽车集团股份有限公司乘用车公司,东风汽车集团股份有限公司乘用车公司,1000~10000人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
新能源汽车,尾部,上海巴士第一公共交通有限公司,上海巴士第一公共交通有限公司,1000~10000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源汽车,尾部,金杯汽车股份有限公司,金杯汽车股份有限公司,50~100人,0,,0,0.0,0.0,0.0,沈阳市,,,1970-01-01
电子商务&新零售,尾部,昆明国际花卉拍卖交易中心有限公司,昆明国际花卉拍卖交易中心有限公司,100~500人,0,,0,0.0,0.0,0.0,昆明市,,,1970-01-01
纯互联网,尾部,北京博鳌纵横网络科技有限公司,汇桔云,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,南通联亚药业有限公司,南通联亚药业有限公司,500~1000人,0,,0,0.0,0.0,0.0,南通市,,,1970-01-01
新生物医药,尾部,杭州中美华东制药有限公司,中美华东制药,1000~10000人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
企业数字化服务,尾部,上海万达信息系统有限公司,上海万达信息系统有限公司,500~1000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
人工智能,腰部,北京捷通华声科技股份有限公司,捷通华声,100~500人,0,数据分析,1,2552.0,595000.0,2.0,北京市,,,1970-01-01
企业数字化服务,尾部,江苏润和软件有限公司,江苏润和软件有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新生物医药,尾部,施维雅(天津)制药有限公司,施维雅,1000~10000人,0,,0,0.0,0.0,0.0,天津市,,,1970-01-01
企业数字化服务,尾部,华胜天成科技股份有限公司,华胜天成科技股份有限公司,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京紫光数智科技有限公司,北京紫光数智科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,方恩（北京）医药科技发展有限公司,方恩（北京）医药科技发展有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京博云睿动科技有限公司,北京博云睿动科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
游戏,尾部,成都龙也数码科技有限公司,成都龙也数码科技有限公司,50人以内,0,,0,0.0,0.0,0.0,成都市,有限责任公司(自然人投资或控股),,2014-11-12
纯互联网,尾部,南宁市品绘动漫有限公司,南宁市品绘动漫有限公司,50人以内,0,,0,0.0,0.0,0.0,南宁市,,,1970-01-01
电子商务&新零售,尾部,电子商务中心,电子商务中心,,0,数据分析,2,4652.0,327383.0,1.0,黔东南苗族侗族自治州,个人经营,,2009-02-13
纯互联网,尾部,北京博大光通物联科技股份有限公司,北京博大光通物联科技股份有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,中服软件（西安）有限公司,西安中服软件有限公司,50~100人,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
企业数字化服务,尾部,思爱普（北京）软件系统有限公司,思爱普（北京）软件系统有限公司,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,勃林格殷格翰药业有限公司,勃林格殷格翰药业有限公司,,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,字节科技,字节科技,50人以内,0,数据分析,2,1719.6666666666667,419769.0,1.0,无锡市,,,1970-01-01
电子商务&新零售,尾部,杭州蓝川科技有限公司,杭州蓝川科技有限公司,50~100人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
智能硬件,腰部,威创集团股份有限公司,威创股份,500~1000人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新生物医药,尾部,昆泰企业管理（上海）有限公司北京分公司,昆泰企业管理（上海）有限公司北京分公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,尾部,某智能科技公司,某智能科技公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源,腰部,特变电工新能源股份有限公司,特变电工新能源股份有限公司,500~1000人,0,,0,0.0,0.0,0.0,乌鲁木齐市,,,1970-01-01
电子商务&新零售,尾部,上海礼尚信息科技有限公司,礼尚信息,100~500人,0,数据分析,0,5869.0,,1.0,上海市,,,1970-01-01
新金融科技,尾部,传化支付有限公司,传化支付,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
企业数字化服务,尾部,数据堂(北京)科技有限公司,数据堂(北京)科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京鑫创佳业科技股份有限公司,北京鑫创佳业科技股份有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新能源汽车,腰部,上海天合汽车安全系统有限公司,上海天合汽车安全系统有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新生物医药,尾部,滇虹药业集团股份有限公司,滇虹药业,100~500人,0,,0,0.0,0.0,0.0,昆明市,,,1970-01-01
电子商务&新零售,尾部,上海嘉豪摄影有限公司,嘉豪投资集团,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,北京益普索市场咨询有限公司广州分公司,北京益普索市场咨询有限公司广州分公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,飞龙科技,飞龙科技,50人以内,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
